feedback_id,sentiment,theme_primary,theme_secondary,need_type,scenario,user_type,severity,purchase_impact,jtbd,is_actionable,confidence,model_name,prompt_version
F0162,5,feature_request,,unknown,unknown,unknown,S5,unknown,用户希望获取丰富的骑行路线以提升骑行体验,False,0.6,MiniMax-M3,classify_v1
F0163,2,navigation,feature_request,real_need,unknown,unknown,S2,unknown,用户希望路线规划功能可正常使用以制定骑行路线,True,0.55,MiniMax-M3,classify_v1
F0164,2,after_sales,other,real_need,unknown,unknown,S3,influence,用户希望在手机上顺畅管理订阅以掌控付费服务的使用,True,0.6,MiniMax-M3,classify_v1
F0165,2,other,after_sales,real_need,unknown,unknown,S3,influence,用户希望视频功能稳定运行以达成所支付订阅服务的价值,True,0.55,MiniMax-M3,classify_v1
F0166,2,navigation,price_value;display_ux,real_need,unknown,unknown,S2,unknown,用户希望路线导航直观易用以避免骑错路,True,0.6,MiniMax-M3,classify_v1
F0167,2,display_ux,hardware,operation_misunderstanding,leisure,unknown,S3,unknown,用户希望按下一个明确且一致的按钮即可开始记录骑行以避免漏录,True,0.6,MiniMax-M3,classify_v1
F0168,5,navigation,feature_request,feature_request,commuting,unknown,S5,unknown,用户希望获得路线规划与雷达集成功能以更安全地完成公路骑行,True,0.6,MiniMax-M3,classify_v1
F0169,1,after_sales,price_value,real_need,unknown,unknown,S4,unknown,用户希望按宣传的7天免费试用后再被收费以掌控订阅成本,True,0.6,MiniMax-M3,classify_v1
F0170,2,navigation,other,real_need,unknown,unknown,S2,influence,用户希望离线路线加载稳定不崩溃以完成已付费的导航功能,True,0.6,MiniMax-M3,classify_v1
F0171,1,data_accuracy,navigation;feature_request,emotional_complaint,unknown,unknown,S3,unknown,用户希望定位能准确反映当前位置以完成路线记录,False,0.6,MiniMax-M3,classify_v1
F0172,5,feature_request,,feature_request,unknown,unknown,S5,no_impact,用户希望轻松追踪骑行以达成记录和分析骑行表现的目标,False,0.6,MiniMax-M3,classify_v1
F0173,5,other,,emotional_complaint,unknown,unknown,S5,unknown,用户希望获得满足骑行路线规划与记录需求的优质App以提升骑行体验,False,0.6,MiniMax-M3,classify_v1
F0174,2,after_sales,data_accuracy,real_need,unknown,unknown,S2,influence,用户希望能够顺利删除账户并确保应用不再扣费以保护个人权益,True,0.6,MiniMax-M3,classify_v1
F0175,2,feature_request,other,feature_request,unknown,unknown,S4,influence,用户希望能在应用内管理订阅以方便控制付费服务的续期与取消,True,0.6,MiniMax-M3,classify_v1
F0176,3,price_value,feature_request,feature_request,unknown,unknown,S5,influence,用户希望在试用结束后能够无缝切换到喜欢的订阅方案以继续使用产品,True,0.6,MiniMax-M3,classify_v1
F0177,3,feature_request,,feature_request,unknown,casual,S5,unknown,用户希望关闭或减少App内的评价请求弹窗以达成不被干扰地使用App,True,0.6,MiniMax-M3,classify_v1
F0178,2,display_ux,,emotional_complaint,unknown,unknown,S5,unknown,用户希望应用更易用以顺利达成骑行相关目标,False,0.6,MiniMax-M3,classify_v1
F0179,3,feature_request,data_accuracy,real_need,unknown,enthusiast,S4,influence,用户希望Climb功能正确识别并显示爬坡路段以获得准确的路线爬升信息,True,0.6,MiniMax-M3,classify_v1
F0180,2,connectivity,data_accuracy,real_need,unknown,unknown,S3,unknown,用户希望App能够持续可靠地记录来自手表的心率数据以完成骑行活动记录,True,0.6,MiniMax-M3,classify_v1
F0181,5,other,,unknown,leisure,casual,S5,no_impact,用户希望获得高质量的GPS导览骑行体验以达成愉悦的旅游回忆,False,0.6,MiniMax-M3,classify_v1
F0182,5,navigation,display_ux,emotional_complaint,leisure,casual,S5,no_impact,用户希望使用App的预加载路线与语音导航以在不中断骑行的情况下顺利到达目的地,False,0.6,MiniMax-M3,classify_v1
F0183,1,connectivity,after_sales;compatibility,real_need,unknown,unknown,S3,influence,用户希望App能正确同步会员信息并稳定推送路线到设备以顺利完成骑行,True,0.6,MiniMax-M3,classify_v1
F0184,3,navigation,data_accuracy,real_need,leisure,unknown,S4,unknown,用户希望在路线编辑中保留自己实际骑行经过的真实路径以准确还原路线,True,0.6,MiniMax-M3,classify_v1
F0185,2,connectivity,data_accuracy,real_need,leisure,casual,S2,unknown,用户希望App能在家中WiFi环境下正常记录并保存骑行活动,True,0.6,MiniMax-M3,classify_v1
F0186,2,display_ux,feature_request,feature_request,unknown,unknown,S5,influence,用户希望以直观的方式结束骑行记录以达成顺畅的操作体验,True,0.6,MiniMax-M3,classify_v1
F0187,5,navigation,after_sales;other,unknown,training,competitive,S5,no_impact,用户希望获得可靠的路线规划与导航工具以支持户外骑行、训练及探险骑行,False,0.6,MiniMax-M3,classify_v1
F0188,2,navigation,price_value,real_need,leisure,unknown,S4,unknown,用户希望在免费路线中能识别路线有效性与风险以避免危险骑行,True,0.6,MiniMax-M3,classify_v1
F0189,4,navigation,feature_request,feature_request,leisure,casual,S5,unknown,用户希望骑行前能快速规划避开交通和地图错误的路线以享受探索性骑行,True,0.6,MiniMax-M3,classify_v1
F0190,5,other,,emotional_complaint,unknown,unknown,S5,no_impact,用户希望表达对该App的满意以认可产品体验,False,0.6,MiniMax-M3,classify_v1
F0191,1,connectivity,compatibility,real_need,training,unknown,S3,blocker,用户希望手表与App持续稳定同步以记录跑步、游泳和训练数据,True,0.6,MiniMax-M3,classify_v1
F0192,5,other,,emotional_complaint,unknown,unknown,S5,no_impact,用户希望使用图表功能以直观查看运动数据,False,0.6,MiniMax-M3,classify_v1
F0193,1,other,,emotional_complaint,unknown,unknown,S4,unknown,用户希望App能正常工作以达成可靠的运动数据管理,False,0.4,MiniMax-M3,classify_v1
F0194,1,data_accuracy,hardware;compatibility;firmware,real_need,unknown,unknown,S2,unknown,用户希望设备能可靠记录并保留活动数据以让追踪应用有意义,True,0.6,MiniMax-M3,classify_v1
F0195,1,connectivity,compatibility;firmware;after_sales,real_need,unknown,unknown,S2,influence,用户希望Garmin Connect App能与Venu 4手表正常配对并同步活动数据以保证设备核心可用性,False,0.6,MiniMax-M3,classify_v1
F0196,2,connectivity,hardware,real_need,unknown,unknown,S2,unknown,用户希望在连接手表时App能稳定运行以正常记录与查看数据,True,0.6,MiniMax-M3,classify_v1
F0197,4,other,display_ux,unknown,unknown,unknown,S5,no_impact,用户希望App操作简便以快速上手使用,False,0.6,MiniMax-M3,classify_v1
F0198,1,other,data_accuracy;feature_request,emotional_complaint,unknown,unknown,S5,unknown,用户希望在不向健康保险公司共享数据的前提下手动追踪运动活动,False,0.6,MiniMax-M3,classify_v1
F0199,2,connectivity,,unknown,unknown,unknown,S4,unknown,用户希望App保持稳定连接以达成无缝使用体验,False,0.5,MiniMax-M3,classify_v1
F0200,2,connectivity,data_accuracy,real_need,unknown,unknown,S3,influence,用户希望应用与手机保持稳定连接以持续同步数据,True,0.6,MiniMax-M3,classify_v1
F0201,2,connectivity,after_sales;compatibility,real_need,unknown,casual,S2,influence,用户希望手表能成功连接App以查看并分享训练记录,True,0.6,MiniMax-M3,classify_v1
F0202,2,display_ux,feature_request,real_need,unknown,unknown,S4,unknown,用户希望在编辑训练时通过标题/保存功能成功添加装备以完成训练记录,True,0.6,MiniMax-M3,classify_v1
F0203,5,display_ux,other,unknown,unknown,unknown,S5,no_impact,用户希望获得易于使用且性能全面的运动手表以满足日常运动记录需求,False,0.6,MiniMax-M3,classify_v1
F0204,2,firmware,connectivity;hardware,real_need,training,unknown,S2,unknown,用户希望手表在更新后能稳定广播心率数据以达成实时心率监控的训练目标,True,0.6,MiniMax-M3,classify_v1
F0205,2,navigation,display_ux,real_need,unknown,unknown,S4,unknown,用户希望轻松修改已创建路线以匹配实际骑行需求,True,0.6,MiniMax-M3,classify_v1
F0206,5,other,,emotional_complaint,unknown,unknown,S5,no_impact,用户希望表达对产品的满意以鼓励开发者,False,0.6,MiniMax-M3,classify_v1
F0207,2,feature_request,compatibility;after_sales,real_need,unknown,unknown,S4,blocker,用户希望免费试用的音频导航及时提示并能与Garmin码表稳定同步以顺利完成骑行,True,0.6,MiniMax-M3,classify_v1
F0208,4,navigation,feature_request,feature_request,unknown,unknown,S5,no_impact,用户希望导航在转弯前更早提示以避免错过转弯,True,0.6,MiniMax-M3,classify_v1
F0209,1,other,,emotional_complaint,unknown,unknown,S5,unknown,用户希望购买后获得与预期匹配的产品体验以避免失望,False,0.4,MiniMax-M3,classify_v1
